freq_hz,coherence
0.0,0.03218530263981882
1.808449074074074e-07,0.06441895519515457
3.616898148148148e-07,0.0333609750173986
5.425347222222222e-07,0.0976549300784157
7.233796296296296e-07,0.06314124824068625
9.04224537037037e-07,0.0020134615455638777
1.0850694444444444e-06,0.05696864521383276
1.2659143518518518e-06,0.011103209414376971
1.4467592592592592e-06,0.0486625638128068
1.6276041666666666e-06,0.030630292741235143
1.808449074074074e-06,0.060261407497361905
1.9892939814814813e-06,0.07146064719832915
2.170138888888889e-06,0.13721192963071366
2.350983796296296e-06,0.08981144263031848
2.5318287037037036e-06,0.042765801946259216
2.712673611111111e-06,0.010352700729930536
2.8935185185185184e-06,0.05735547282178911
3.074363425925926e-06,0.07592869471048416
3.255208333333333e-06,0.13877980657670871
3.4360532407407407e-06,0.05044844973694147
3.616898148148148e-06,0.13591925111572092
3.7977430555555554e-06,0.19957950104017533
3.978587962962963e-06,0.09433738010275904
4.15943287037037e-06,0.10962568277634029
4.340277777777778e-06,0.059384565165153766
4.521122685185185e-06,0.002762975708579709
4.701967592592592e-06,0.07773183037516006
4.8828125e-06,0.0706937805671991
5.063657407407407e-06,0.006466909449200808
5.244502314814814e-06,0.13332800727636662
5.425347222222222e-06,0.04171572241146497
5.60619212962963e-06,0.08816523223259291
5.787037037037037e-06,0.03849421165162854
5.967881944444444e-06,0.12819095680080114
6.148726851851852e-06,0.40228631942644155
6.329571759259259e-06,0.07641939777364004
6.510416666666666e-06,0.1333959991958159
6.691261574074073e-06,0.09065507012682383
6.872106481481481e-06,0.07732423745961652
7.0529513888888886e-06,0.05924855154444882
7.233796296296296e-06,0.0721331059787104
7.414641203703704e-06,0.07212016766873115
7.595486111111111e-06,0.198669020673432
7.776331018518519e-06,0.006608769998375986
7.957175925925925e-06,0.05211661257915991
8.138020833333333e-06,0.03828693364602814
8.31886574074074e-06,0.05926705322387226
8.499710648148148e-06,0.015764909493195707
8.680555555555556e-06,0.008131975181834976
8.861400462962962e-06,0.006226649778764695
9.04224537037037e-06,0.06591220160441012
9.223090277777778e-06,0.07339572967201509
9.403935185185184e-06,0.08028185001847847
9.584780092592592e-06,0.03728139145577569
9.765625e-06,0.09279830567978127
9.946469907407407e-06,0.06700540888139778
1.0127314814814815e-05,0.011097357334208864
1.0308159722222223e-05,0.05822858172005054
1.0489004629629629e-05,0.08755640697026112
1.0669849537037037e-05,0.04595537302670262
1.0850694444444443e-05,0.02091092238905558
1.1031539351851851e-05,0.00805155505340335
1.121238425925926e-05,0.15859811377925123
1.1393229166666665e-05,0.11125327850417144
1.1574074074074073e-05,0.03499579656817931
1.1754918981481482e-05,0.0030876487608264974
1.1935763888888888e-05,0.05037829597469923
1.2116608796296296e-05,0.08259728525449969
1.2297453703703704e-05,0.031275782508682556
1.247829861111111e-05,0.00639900161586251
1.2659143518518518e-05,0.09280950980275572
1.2839988425925924e-05,0.010176283277707004
1.3020833333333332e-05,0.01116756937152298
1.320167824074074e-05,0.015401549080301533
1.3382523148148147e-05,0.020336721087039312
1.3563368055555555e-05,0.02100063156193425
1.3744212962962963e-05,0.11072468447863444
1.3925057870370369e-05,0.027166981016217544
1.4105902777777777e-05,0.0064323256785712105
1.4286747685185185e-05,0.06668845002435167
1.4467592592592591e-05,0.007281240846258692
1.46484375e-05,0.0020814502052846798
1.4829282407407407e-05,0.009909618534254
1.5010127314814814e-05,0.025747481651687925
1.5190972222222222e-05,0.03642952262620475
1.5371817129629628e-05,0.006459847356891786
1.5552662037037038e-05,0.03609839639129898
1.5733506944444444e-05,0.1354532822147037
1.591435185185185e-05,0.10020195804531812
1.609519675925926e-05,0.02449912090247848
1.6276041666666666e-05,0.006146616221269504
1.6456886574074073e-05,0.007216386052453043
1.663773148148148e-05,0.02616367540881149
1.681857638888889e-05,0.012001888195010385
1.6999421296296295e-05,0.0002571955425727779
1.71802662037037e-05,0.10099154028111211
1.736111111111111e-05,0.2606551111526362
1.7541956018518517e-05,0.037589621785017235
1.7722800925925924e-05,0.0555541127896768
1.7903645833333333e-05,0.004354245224833985
1.808449074074074e-05,0.03585732615790307
1.8265335648148146e-05,0.00970404514427284
1.8446180555555556e-05,0.0024383438386042905
1.8627025462962962e-05,0.012412722703578556
1.880787037037037e-05,0.01227408873038885
1.8988715277777778e-05,0.024695362185954885
1.9169560185185184e-05,0.007264767646027268
1.935040509259259e-05,0.1219902405373166
1.953125e-05,0.3141707725770333
1.9712094907407407e-05,0.14598775786068213
1.9892939814814813e-05,0.008115997779844009
2.0073784722222223e-05,0.052491832115346734
2.025462962962963e-05,0.028170851861557645
2.0435474537037035e-05,0.04136831656647294
2.0616319444444445e-05,0.0594293426348498
2.079716435185185e-05,0.022220884034523276
2.0978009259259258e-05,0.00746545718894123
2.1158854166666664e-05,0.0012248700069957784
2.1339699074074074e-05,0.012908670710671897
2.152054398148148e-05,0.06840516432078658
2.1701388888888886e-05,0.15628446089635256
2.1882233796296296e-05,0.15637726257628765
2.2063078703703702e-05,0.030464313657019574
2.224392361111111e-05,0.015620292798082582
2.242476851851852e-05,0.03576129325003491
2.2605613425925925e-05,0.004429233300763695
2.278645833333333e-05,0.003885561870979881
2.296730324074074e-05,0.06790436711002296
2.3148148148148147e-05,0.021071726617981575
